#An estimate of relative contributions of transcriptional and translational regulation by absolute protein expression profiling													
#Peng Lu, Christine Vogel, Rong Wang, Xin Yao, Edward M. Marcotte													
#Supplemental Dataset S1.  APEX yeast protein abundances for rich and minimal media, with comparisons to other datasets													
#													
#Other protein and mRNA datasets are from the following sources:													
#Name	Type	Reference 											
#SAGE	mRNA	Velculescu, Cell 1997											
#HDA	mRNA	Holstege, Cell 1998											
#Wang	mRNA	Wang, PNAS 2002											
#GFP-YPD	protein	Newman, Nature 2006											
#& GFP-YMD													
#Western	protein	Ghaemmaghami, Nature 2003											
#2Dgel	protein	Futcher, Mol Cell Biol 1999											
#													
#Annotation and APEX normalization terms								YPD			YMD		
#YORF	Name	NCBI gi	NCBI gi2	SGD ID	ORF status	# potential tryptic peptides with up to 2 missed cleavages, <7.5 KDa, >3 aa long	O_i (Integrated probability of peptide observations)	n_i (# observed peptides)	p_i (probability of correct protein identification)	APEX	n_i (# observed peptides)	p_i (probability of correct protein identification)	APEX
orf	name	ncbi.gi	ncbi.gi2	sgd	orf.status	num.tryptic.peptides	o.i	n.i.ypd	p.i.ypd	apex.ypd	n.i.ymd	p.i.ymd	apex.ymd
YJL002C	OST1	6322458	NA	S000003539	ORF|Verified	87	20.93	NA	NA	NA	NA	NA	NA
YJL003W	YJL003W	6322457	NA	S000003540	ORF|Verified	53	11.48	NA	NA	NA	NA	NA	NA
YJL004C	SYS1	6322456	NA	S000003541	ORF|Verified	39	7.64	NA	NA	NA	NA	NA	NA
YJL005W	CYR1	6322455	NA	S000003542	ORF|Verified	627	177	NA	NA	NA	4	0.89	1649
YJL006C	CTK2	6322454	NA	S000003543	ORF|Verified	111	31.81	NA	NA	NA	NA	NA	NA
YJL007C	YJL007C	6322453	NA	S000003544	ORF|Dubious	23	7.4	NA	NA	NA	NA	NA	NA
YJL008C	CCT8	6322452	NA	S000003545	ORF|Verified	172	51.08	NA	NA	NA	NA	NA	NA
YJL009W	YJL009W	6322451	NA	S000003546	ORF|Dubious	31	8.51	NA	NA	NA	NA	NA	NA
YJL010C	YJL010C	6322450	NA	S000003547	ORF|Uncharacterized	264	64.62	NA	NA	NA	1	0.41	520
YJL011C	YJL011C	6322449	NA	S000003548	ORF|Verified	63	15.27	NA	NA	NA	NA	NA	NA
YJL012C	VTC4	6322448	NA	S000003549	ORF|Verified	228	64.71	NA	NA	NA	NA	NA	NA
YJL012C-A	YJL012C-A	13129174	NA	SGDID	ORF-Status	18	3.66	NA	NA	NA	NA	NA	NA
YJL013C	MAD3	6322447	NA	S000003550	ORF|Verified	195	53.15	NA	NA	NA	NA	NA	NA
YJL014W	CCT3	6322446	NA	S000003551	ORF|Verified	182	47.47	2	0.85	3330	11	1	19000
YJL015C	YJL015C	6322445	NA	S000003552	ORF|Dubious	50	12.23	NA	NA	NA	NA	NA	NA
YJL016W	YJL016W	6322444	NA	S000003553	ORF|Uncharacterized	55	14.8	NA	NA	NA	NA	NA	NA
YJL017W	YJL017W	6322443	NA	SGDID	ORF-Status	74	17.16	NA	NA	NA	NA	NA	NA
YJL018W	YJL018W	6322442	NA	SGDID	ORF-Status	27	7.22	NA	NA	NA	NA	NA	NA
YJL019W	YJL019W	6322441	NA	S000003556	ORF|Verified	181	50.31	NA	NA	NA	NA	NA	NA
YJL020C	BBC1	14627173	NA	S000003557	ORF|Verified	323	94.88	NA	NA	NA	NA	NA	NA
YJL022W	YJL022W	6322437	NA	S000003559	ORF|Dubious	28	8.06	NA	NA	NA	NA	NA	NA
YJL023C	PET130	6322438	NA	S000003560	ORF|Verified	149	39.4	NA	NA	NA	NA	NA	NA
YJL024C	APS3	6322436	NA	S000003561	ORF|Verified	32	10.97	NA	NA	NA	NA	NA	NA
YJL025W	RRN7	6322435	NA	S000003562	ORF|Verified	175	44.01	1	0.94	1986	NA	NA	NA
YJL026W	RNR2	6322434	NA	S000003563	ORF|Verified	136	33.98	1	0.32	876	NA	NA	NA
YJL027C	YJL027C	6322433	NA	S000003564	ORF|Uncharacterized	48	6.88	NA	NA	NA	NA	NA	NA
YJL028W	YJL028W	6322432	NA	S000003565	ORF|Dubious	40	6.95	NA	NA	NA	NA	NA	NA
YJL029C	VPS53	6322431	NA	S000003566	ORF|Verified	275	84.19	3	0.81	2684	1	0.24	234
YJL030W	MAD2	6322430	NA	S000003567	ORF|Verified	60	21.33	NA	NA	NA	NA	NA	NA
YJL031C	BET4	6322429	NA	S000003568	ORF|Verified	108	35.28	NA	NA	NA	NA	NA	NA
YJL032W	YJL032W	6322428	NA	S000003569	ORF|Dubious	37	7.34	NA	NA	NA	NA	NA	NA
YJL033W	HCA4	6322427	NA	S000003570	ORF|Verified	311	75.44	NA	NA	NA	3	0.61	1989
YJL034W	KAR2	6322426	NA	S000003571	ORF|Verified	215	58.55	1	0.83	1318	NA	NA	NA
YJL035C	TAD2	6322425	NA	S000003572	ORF|Verified	82	15.17	NA	NA	NA	NA	NA	NA
YJL036W	SNX4	6322424	NA	S000003573	ORF|Verified	173	50.02	NA	NA	NA	NA	NA	NA
YJL037W	YJL037W	6322423	NA	S000003574	ORF|Uncharacterized	77	17.69	NA	NA	NA	NA	NA	NA
YJL038C	YJL038C	6322422	NA	S000003575	ORF|Uncharacterized	73	16.52	NA	NA	NA	NA	NA	NA
YJL039C	NUP192	6322421	NA	S000003576	ORF|Verified	435	121.48	4	0.83	2541	6	0.95	3847
YJL041W	NSP1	6322420	NA	S000003577	ORF|Verified	167	39.13	NA	NA	NA	1	0.52	1090
YJL042W	MHP1	6322419	NA	S000003578	ORF|Verified	433	116.2	NA	NA	NA	NA	NA	NA
YJL043W	YJL043W	6322418	NA	S000003579	ORF|Uncharacterized	62	15.88	NA	NA	NA	NA	NA	NA
YJL044C	GYP6	6322417	NA	S000003580	ORF|Verified	144	38.67	NA	NA	NA	NA	NA	NA
YJL045W	YJL045W	6322416	NA	S000003581	ORF|Uncharacterized	193	43.97	2	0.67	2834	1	0.21	392
YJL046W	YJL046W	6322415	NA	S000003582	ORF|Uncharacterized	155	41.76	NA	NA	NA	NA	NA	NA
YJL047C	RTT101	6322414	NA	S000003583	ORF|Verified	301	77.64	1	0.25	299	NA	NA	NA
YJL048C	YJL048C	6322413	NA	S000003584	ORF|Uncharacterized	114	34.06	NA	NA	NA	NA	NA	NA
YJL049W	YJL049W	6322412	NA	S000003585	ORF|Uncharacterized	174	51.73	NA	NA	NA	NA	NA	NA
YJL050W	MTR4	6322411	NA	S000003586	ORF|Verified	386	100.46	NA	NA	NA	NA	NA	NA
YJL051W	YJL051W	6322410	NA	S000003587	ORF|Uncharacterized	205	51.73	NA	NA	NA	NA	NA	NA
YJL052C-A	YJL052C-A	13129173	NA	S000007610	ORF|Uncharacterized	19	4.67	NA	NA	NA	NA	NA	NA
YJL052W	TDH1	6322409	NA	S000003588	ORF|Verified	111	36.89	37	1	93255	120	1	266725
YJL053W	PEP8	6322408	NA	S000003589	ORF|Verified	117	30.43	NA	NA	NA	NA	NA	NA
YJL054W	TIM54	6322407	NA	S000003590	ORF|Verified	153	43.44	NA	NA	NA	2	0.43	1623
YJL055W	YJL055W	6322406	NA	S000003591	ORF|Uncharacterized	65	19.29	NA	NA	NA	NA	NA	NA
YJL056C	ZAP1	6322405	NA	S000003592	ORF|Verified	216	44.48	2	0.78	3261	NA	NA	NA
YJL057C	IKS1	6322404	NA	S000003593	ORF|Uncharacterized	176	43.22	NA	NA	NA	NA	NA	NA
YJL058C	YJL058C	6322403	NA	S000003594	ORF|Verified	138	35.8	NA	NA	NA	NA	NA	NA
YJL059W	YHC3	6322402	NA	S000003595	ORF|Verified	61	13.25	NA	NA	NA	2	0.34	4208
YJL060W	BNA3	6322401	NA	S000003596	ORF|Verified	128	38.08	NA	NA	NA	NA	NA	NA
YJL061W	NUP82	6322400	NA	S000003597	ORF|Verified	205	49.3	1	0.45	849	NA	NA	NA
YJL062W	LAS21	6322399	NA	S000003598	ORF|Verified	120	25.98	NA	NA	NA	NA	NA	NA
YJL062W-A	YJL062W-A	13129172	NA	S000007611	ORF|Uncharacterized	29	5.83	NA	NA	NA	NA	NA	NA
YJL063C	MRPL8	6322398	NA	S000003599	ORF|Verified	93	22.58	NA	NA	NA	1	0.69	2506
YJL064W	YJL064W	6322396	NA	S000003600	ORF|Dubious	23	5.31	NA	NA	NA	NA	NA	NA
YJL065C	YJL065C	6322397	NA	S000003601	ORF|Verified	26	3.79	NA	NA	NA	NA	NA	NA
YJL066C	MPM1	6322395	NA	S000003602	ORF|Verified	86	26.46	NA	NA	NA	NA	NA	NA
YJL067W	YJL067W	6322394	NA	S000003603	ORF|Dubious	24	4.65	NA	NA	NA	NA	NA	NA
YJL068C	YJL068C	6322393	NA	S000003604	ORF|Uncharacterized	80	18.14	NA	NA	NA	NA	NA	NA
YJL069C	UTP18	6322392	NA	S000003605	ORF|Uncharacterized	135	27.7	12	0.91	36654	5	0.67	9916
YJL070C	YJL070C	6322391	NA	S000003606	ORF|Uncharacterized	262	74.8	1	0.34	423	NA	NA	NA
YJL071W	ARG2	6322390	NA	S000003607	ORF|Verified	188	46.74	NA	NA	NA	NA	NA	NA
YJL072C	YJL072C	6322389	NA	S000003608	ORF|Verified	78	18.55	NA	NA	NA	1	0.22	972
YJL073W	JEM1	6322388	NA	S000003609	ORF|Verified	226	60.38	5	0.66	5082	NA	NA	NA
YJL074C	SMC3	6322387	NA	S000003610	ORF|Verified	510	128.34	1	0.51	369	NA	NA	NA
YJL075C	YJL075C	6322386	NA	S000003611	ORF|Dubious	14	3.69	NA	NA	NA	NA	NA	NA
YJL076W	NET1	6322385	NA	S000003612	ORF|Verified	421	115.22	NA	NA	NA	2	0.43	612
YJL077C	ICS3	6322384	NA	S000003613	ORF|Uncharacterized	39	9.91	NA	NA	NA	NA	NA	NA
YJL078C	PRY3	6322383	NA	S000003614	ORF|Verified	52	12.93	NA	NA	NA	1	0.51	3234
YJL079C	PRY1	6322382	NA	S000003615	ORF|Verified	17	2.05	NA	NA	NA	NA	NA	NA
YJL080C	SCP160	6322381	NA	S000003616	ORF|Verified	429	127.51	16	1	11667	4	0.85	2186
YJL081C	ARP4	6322380	NA	S000003617	ORF|Verified	134	37.15	NA	NA	NA	NA	NA	NA
YJL082W	IML2	6322379	NA	S000003618	ORF|Verified	241	63.31	1	0.27	397	NA	NA	NA
YJL083W	YJL083W	6322378	NA	S000003619	ORF|Verified	211	54.67	NA	NA	NA	NA	NA	NA
YJL084C	YJL084C	6322377	NA	S000003620	ORF|Verified	282	78.62	2	0.64	1514	NA	NA	NA
YJL085W	EXO70	6322375	NA	S000003621	ORF|Verified	204	49.51	NA	NA	NA	NA	NA	NA
YJL086C	YJL086C	6322376	NA	S000003622	ORF|Dubious	36	9.6	NA	NA	NA	NA	NA	NA
YJL087C	TRL1	6322374	NA	S000003623	ORF|Verified	329	86.93	NA	NA	NA	NA	NA	NA
YJL088W	ARG3	6322373	NA	S000003624	ORF|Verified	103	25.74	NA	NA	NA	NA	NA	NA
YJL089W	SIP4	6322372	NA	S000003625	ORF|Verified	211	53.39	NA	NA	NA	NA	NA	NA
YJL090C	DPB11	6322371	NA	S000003626	ORF|Verified	240	54.41	NA	NA	NA	NA	NA	NA
YJL091C	YJL091C	6322370	NA	S000003627	ORF|Verified	96	18.41	NA	NA	NA	NA	NA	NA
YJL092W	HPR5	6322369	NA	S000003628	ORF|Verified	447	119.09	NA	NA	NA	NA	NA	NA
YJL093C	TOK1	6322368	NA	S000003629	ORF|Verified	162	36.17	NA	NA	NA	NA	NA	NA
YJL094C	KHA1	6322367	NA	S000003630	ORF|Verified	190	45.97	NA	NA	NA	NA	NA	NA
YJL095W	BCK1	6322366	NA	S000003631	ORF|Verified	514	133.59	NA	NA	NA	NA	NA	NA
YJL096W	MRPL49	6322365	NA	S000003632	ORF|Verified	98	22.82	NA	NA	NA	NA	NA	NA
YJL097W	YJL097W	6322364	NA	S000003633	ORF|Uncharacterized	52	10.89	NA	NA	NA	NA	NA	NA
YJL098W	SAP185	6322363	NA	S000003634	ORF|Verified	270	80.08	NA	NA	NA	1	0.31	317
YJL099W	CHS6	6322362	NA	S000003635	ORF|Verified	223	54.5	NA	NA	NA	NA	NA	NA
YJL100W	LSB6	6322361	NA	S000003636	ORF|Verified	160	44.78	NA	NA	NA	NA	NA	NA
YJL101C	GSH1	6322360	NA	S000003637	ORF|Verified	223	63.56	NA	NA	NA	NA	NA	NA
YJL102W	MEF2	6322359	NA	S000003638	ORF|Verified	245	55.71	NA	NA	NA	6	1	8831
YJL103C	YJL103C	6322358	NA	S000003639	ORF|Uncharacterized	183	44.95	NA	NA	NA	NA	NA	NA
YJL104W	MIA1	6322357	NA	S000003640	ORF|Verified	58	14.76	NA	NA	NA	NA	NA	NA
YJL105W	SET4	6322356	NA	S000003641	ORF|Verified	199	51.08	NA	NA	NA	1	0.34	546
YJL106W	IME2	6322355	NA	S000003642	ORF|Verified	155	43.21	1	0.25	538	NA	NA	NA
YJL107C	YJL107C	6322354	NA	S000003643	ORF|Uncharacterized	129	32.03	NA	NA	NA	NA	NA	NA
YJL108C	PRM10	6322353	NA	S000003644	ORF|Verified	30	8.35	NA	NA	NA	NA	NA	NA
YJL109C	UTP10	6322352	NA	S000003645	ORF|Verified	529	145.98	8	1	5095	NA	NA	NA
YJL110C	GZF3	6322351	NA	S000003646	ORF|Verified	182	48.29	NA	NA	NA	NA	NA	NA
YJL111W	CCT7	6322350	NA	S000003647	ORF|Verified	163	45.93	NA	NA	NA	NA	NA	NA
YJL112W	MDV1	6322349	NA	S000003648	ORF|Verified	221	53.66	1	0.25	433	NA	NA	NA
YJL113W	YJL113W	6322347	NA	S000003649	transposable_element_gene	684	165.97	NA	NA	NA	NA	NA	NA
YJL114W	YJL114W	6322348	NA	S000003650	transposable_element_gene	159	36.94	NA	NA	NA	NA	NA	NA
YJL115W	ASF1	6322346	NA	S000003651	ORF|Verified	53	14.16	NA	NA	NA	NA	NA	NA
YJL116C	NCA3	6322345	NA	S000003652	ORF|Verified	46	10.25	NA	NA	NA	NA	NA	NA
YJL117W	PHO86	6322344	NA	S000003653	ORF|Verified	102	25.25	NA	NA	NA	NA	NA	NA
YJL118W	YJL118W	6322342	NA	S000003654	ORF|Uncharacterized	69	10.9	1	0.21	1791	NA	NA	NA
YJL119C	YJL119C	6322343	NA	S000003655	ORF|Dubious	40	7.71	NA	NA	NA	NA	NA	NA
YJL120W	YJL120W	6322340	NA	S000003656	ORF|Dubious	33	6.32	NA	NA	NA	NA	NA	NA
YJL121C	RPE1	6322341	NA	S000003657	ORF|Verified	59	11.32	NA	NA	NA	NA	NA	NA
YJL122W	YJL122W	6322339	NA	S000003658	ORF|Uncharacterized	76	13.21	1	0.42	2956	NA	NA	NA
YJL123C	YJL123C	6322338	NA	S000003659	ORF|Uncharacterized	150	45.98	NA	NA	NA	NA	NA	NA
YJL124C	LSM1	6322337	NA	S000003660	ORF|Verified	75	20.05	NA	NA	NA	NA	NA	NA
YJL125C	GCD14	6322336	NA	S000003661	ORF|Verified	137	33.94	NA	NA	NA	NA	NA	NA
YJL126W	NIT2	6322335	NA	S000003662	ORF|Verified	105	32.84	NA	NA	NA	NA	NA	NA
YJL127C	SPT10	6322334	NA	S000003663	ORF|Verified	181	43.09	NA	NA	NA	3	0.8	4567
YJL127W-A	YJL127W-A	13129171	NA	S000007612	ORF|Dubious	8	2.49	NA	NA	NA	NA	NA	NA
YJL128C	PBS2	6322333	NA	S000003664	ORF|Verified	190	51.36	NA	NA	NA	7	0.23	2570
YJL129C	TRK1	6322332	NA	S000003665	ORF|Verified	397	84.88	NA	NA	NA	NA	NA	NA
YJL130C	URA2	6322331	NA	S000003666	ORF|Verified	636	185.25	5	0.96	2409	37	1	16377
YJL131C	YJL131C	6322330	NA	S000003667	ORF|Uncharacterized	190	43.25	NA	NA	NA	NA	NA	NA
YJL132W	YJL132W	6322329	NA	S000003668	ORF|Uncharacterized	186	48.98	3	0.72	4100	NA	NA	NA
YJL133W	MRS3	6322328	NA	S000003669	ORF|Verified	56	12.63	NA	NA	NA	NA	NA	NA
YJL134W	LCB3	6322327	NA	S000003670	ORF|Verified	104	19.3	NA	NA	NA	NA	NA	NA
YJL135W	YJL135W	6322326	NA	S000003671	ORF|Dubious	45	11.43	NA	NA	NA	NA	NA	NA
YJL136C	RPS21B	6322325	NA	S000003672	ORF|Verified	31	9.42	16	0.97	153186	27	1	235019
YJL137C	GLG2	6322324	NA	S000003673	ORF|Verified	102	26.55	NA	NA	NA	NA	NA	NA
YJL138C	TIF2	6322323	NA	S000003674	ORF|Verified	124	34.4	39	1	105410	10	1	23836
YJL139C	YUR1	6322322	NA	S000003675	ORF|Verified	131	31.68	NA	NA	NA	NA	NA	NA
YJL140W	RPB4	6322321	NA	S000003676	ORF|Verified	75	16.84	2	0.89	9828	NA	NA	NA
YJL141C	YAK1	6322320	NA	S000003677	ORF|Verified	199	50.06	2	0.47	1746	NA	NA	NA
YJL142C	YJL142C	6322319	NA	S000003678	ORF|Dubious	38	8.37	NA	NA	NA	NA	NA	NA
YJL143W	TIM17	6322318	NA	S000003679	ORF|Verified	38	7.53	NA	NA	NA	NA	NA	NA
YJL144W	YJL144W	6322317	NA	S000003680	ORF|Uncharacterized	26	4.13	NA	NA	NA	NA	NA	NA
YJL145W	SFH5	6322316	NA	S000003681	ORF|Verified	113	29.19	NA	NA	NA	NA	NA	NA
YJL146W	IDS2	6322315	NA	S000003682	ORF|Verified	99	31.35	NA	NA	NA	NA	NA	NA
YJL147C	YJL147C	6322314	NA	S000003683	ORF|Uncharacterized	154	46.38	2	0.22	882	NA	NA	NA
YJL148W	RPA34	6322313	NA	S000003684	ORF|Verified	115	22.87	NA	NA	NA	NA	NA	NA
YJL149W	YJL149W	6322312	NA	S000003685	ORF|Uncharacterized	202	58.57	2	0.83	2635	NA	NA	NA
YJL150W	YJL150W	6322311	NA	S000003686	ORF|Dubious	23	6.41	NA	NA	NA	NA	NA	NA
YJL151C	SNA3	6322310	NA	S000003687	ORF|Verified	34	9.34	NA	NA	NA	NA	NA	NA
YJL152W	YJL152W	6322309	NA	S000003688	ORF|Dubious	44	8.37	NA	NA	NA	NA	NA	NA
YJL153C	INO1	6322308	NA	S000003689	ORF|Verified	144	37.03	1	0.86	2159	NA	NA	NA
YJL154C	VPS35	6322307	NA	S000003690	ORF|Verified	259	66.69	NA	NA	NA	NA	NA	NA
YJL155C	FBP26	6322306	NA	S000003691	ORF|Verified	163	48.34	NA	NA	NA	NA	NA	NA
YJL156C	SSY5	6322305	NA	S000003692	ORF|Verified	198	52.79	NA	NA	NA	NA	NA	NA
YJL156W-A	YJL156W-A	13129170	NA	S000007613	ORF|Dubious	31	4.18	NA	NA	NA	NA	NA	NA
YJL157C	FAR1	6322304	NA	S000003693	ORF|Verified	252	66.19	NA	NA	NA	NA	NA	NA
YJL158C	CIS3	6322303	NA	S000003694	ORF|Verified	31	6.74	NA	NA	NA	NA	NA	NA
YJL159W	HSP150	6322302	NA	S000003695	ORF|Verified	46	13.25	NA	NA	NA	NA	NA	NA
YJL160C	YJL160C	6322301	NA	S000003696	ORF|Uncharacterized	43	11.23	NA	NA	NA	NA	NA	NA
YJL161W	YJL161W	6322300	NA	S000003697	ORF|Uncharacterized	49	12.45	NA	NA	NA	NA	NA	NA
YJL162C	YJL162C	6322299	NA	S000003698	ORF|Uncharacterized	192	45.31	NA	NA	NA	1	0.26	471
YJL163C	YJL163C	6322298	NA	S000003699	ORF|Uncharacterized	121	26.41	NA	NA	NA	1	0.25	776
YJL164C	TPK1	6322297	NA	S000003700	ORF|Verified	130	37.2	NA	NA	NA	NA	NA	NA
YJL165C	HAL5	6322296	NA	S000003701	ORF|Verified	286	66.19	NA	NA	NA	NA	NA	NA
YJL166W	QCR8	6322295	NA	S000003702	ORF|Verified	27	8.1	NA	NA	NA	NA	NA	NA
YJL167W	ERG20	6322294	NA	S000003703	ORF|Verified	124	27.52	5	0.99	16724	1	0.87	2592
YJL168C	SET2	6322293	NA	S000003704	ORF|Verified	314	76.67	NA	NA	NA	NA	NA	NA
YJL169W	YJL169W	6322292	NA	S000003705	ORF|Dubious	30	6.67	NA	NA	NA	NA	NA	NA
YJL170C	ASG7	6322291	NA	S000003706	ORF|Verified	51	11.01	NA	NA	NA	NA	NA	NA
YJL171C	YJL171C	6322290	NA	S000003707	ORF|Uncharacterized	54	15.13	NA	NA	NA	NA	NA	NA
YJL172W	CPS1	6322289	NA	S000003708	ORF|Verified	131	33.86	NA	NA	NA	101	1	244582
YJL173C	RFA3	6322288	NA	S000003709	ORF|Verified	34	10.19	NA	NA	NA	1	0.51	4104
YJL174W	KRE9	6322287	NA	S000003710	ORF|Verified	45	8.43	NA	NA	NA	NA	NA	NA
YJL175W	YJL175W	6322285	NA	S000003711	ORF|Dubious	16	3.46	NA	NA	NA	NA	NA	NA
YJL176C	SWI3	6322286	NA	S000003712	ORF|Verified	245	74.83	NA	NA	NA	2	0.74	1622
YJL177W	RPL17B	6322284	NA	S000003713	ORF|Verified	98	21.57	6	0.59	15259	NA	NA	NA
YJL178C	YJL178C	6322283	NA	S000003714	ORF|Verified	63	16.15	NA	NA	NA	NA	NA	NA
YJL179W	PFD1	6322282	NA	S000003715	ORF|Verified	51	14.16	NA	NA	NA	NA	NA	NA
YJL180C	ATP12	6322281	NA	S000003716	ORF|Verified	118	35.31	NA	NA	NA	NA	NA	NA
YJL181W	YJL181W	6322279	NA	S000003717	ORF|Uncharacterized	158	37.58	1	0.28	693	NA	NA	NA
YJL182C	YJL182C	6322280	NA	S000003718	ORF|Dubious	42	11.08	NA	NA	NA	NA	NA	NA
YJL183W	MNN11	6322278	NA	S000003719	ORF|Verified	120	31.37	NA	NA	NA	NA	NA	NA
YJL184W	YJL184W	6322277	NA	S000003720	ORF|Verified	41	14.22	NA	NA	NA	1	0.2	1153
YJL185C	YJL185C	6322276	NA	S000003721	ORF|Uncharacterized	87	20.74	NA	NA	NA	NA	NA	NA
YJL186W	MNN5	6322275	NA	S000003722	ORF|Verified	170	49.23	NA	NA	NA	1	0.24	400
YJL187C	SWE1	6322274	NA	S000003723	ORF|Verified	237	66.1	7	1	9846	NA	NA	NA
YJL188C	BUD19	6322273	NA	S000003724	ORF|Dubious	31	3.71	NA	NA	NA	NA	NA	NA
YJL189W	RPL39	6322272	NA	S000003725	ORF|Verified	38	3.18	17	0.98	487108	12	0.96	297041
YJL190C	RPS22A	6322271	NA	S000003726	ORF|Verified	53	14.43	NA	NA	NA	NA	NA	NA
YJL191W	RPS14B	6322270	NA	S000003727	ORF|Verified	60	16.67	NA	NA	NA	NA	NA	NA
YJL192C	YJL192C	6322269	NA	S000003728	ORF|Verified	66	19.23	NA	NA	NA	NA	NA	NA
YJL193W	YJL193W	6322268	NA	S000003729	ORF|Uncharacterized	96	21.7	NA	NA	NA	NA	NA	NA
YJL194W	CDC6	6322266	NA	S000003730	ORF|Verified	177	60.49	NA	NA	NA	NA	NA	NA
YJL195C	YJL195C	6322267	NA	S000003731	ORF|Dubious	54	9.9	NA	NA	NA	NA	NA	NA
YJL196C	ELO1	6322265	NA	S000003732	ORF|Verified	71	10.39	NA	NA	NA	NA	NA	NA
YJL197W	UBP12	6322264	NA	S000003733	ORF|Verified	314	81.24	NA	NA	NA	NA	NA	NA
YJL198W	PHO90	6322263	NA	S000003734	ORF|Verified	206	45.66	1	0.2	407	NA	NA	NA
YJL199C	YJL199C	6322262	NA	S000003735	ORF|Dubious	35	10.39	NA	NA	NA	NA	NA	NA
YJL200C	YJL200C	6322261	NA	S000003736	ORF|Uncharacterized	235	61.05	9	0.86	11788	21	1	28205
YJL201W	ECM25	6322260	NA	S000003737	ORF|Verified	199	50.8	NA	NA	NA	NA	NA	NA
YJL202C	YJL202C	6322259	NA	S000003738	ORF|Dubious	19	3.74	NA	NA	NA	NA	NA	NA
YJL203W	PRP21	6322258	NA	S000003739	ORF|Verified	129	31.53	NA	NA	NA	NA	NA	NA
YJL204C	RCY1	6322257	NA	S000003740	ORF|Verified	268	77.74	NA	NA	NA	NA	NA	NA
YJL205C-A	NCE101	6322256	NA	SGDID	ORF-Status	16	2.9	NA	NA	NA	NA	NA	NA
YJL206C	YJL206C	6322255	NA	S000003741	ORF|Uncharacterized	228	56.35	NA	NA	NA	NA	NA	NA
YJL207C	YJL207C	6322254	NA	S000003743	ORF|Uncharacterized	555	158.05	18	1	10589	7	0.68	2469
YJL208C	NUC1	6322253	NA	S000003744	ORF|Verified	109	28.52	NA	NA	NA	NA	NA	NA
YJL209W	CBP1	6322252	NA	S000003745	ORF|Verified	262	67.04	5	0.97	6726	NA	NA	NA
YJL210W	PEX2	6322250	NA	S000003746	ORF|Verified	75	18.21	2	0.29	2961	NA	NA	NA
YJL211C	YJL211C	6322251	NA	S000003747	ORF|Dubious	44	11.6	NA	NA	NA	NA	NA	NA
YJL212C	OPT1	6322249	NA	S000003748	ORF|Verified	172	43.07	NA	NA	NA	NA	NA	NA
YJL213W	YJL213W	6322248	NA	S000003749	ORF|Uncharacterized	98	20.92	NA	NA	NA	NA	NA	NA
YJL214W	HXT8	6322247	NA	S000003750	ORF|Verified	111	18.75	NA	NA	NA	NA	NA	NA
YJL215C	YJL215C	6322246	NA	S000003751	ORF|Dubious	48	10.52	NA	NA	NA	NA	NA	NA
YJL216C	YJL216C	6322245	NA	S000003752	ORF|Uncharacterized	187	51.06	NA	NA	NA	NA	NA	NA
YJL217W	YJL217W	6322244	NA	S000003753	ORF|Uncharacterized	59	16.76	NA	NA	NA	NA	NA	NA
YJL218W	YJL218W	6322243	NA	S000003754	ORF|Uncharacterized	44	9.54	NA	NA	NA	NA	NA	NA
YJL219W	HXT9	6322242	NA	S000003755	ORF|Verified	112	22.36	NA	NA	NA	NA	NA	NA
YJL220W	YJL220W	6322240	NA	S000003756	ORF|Dubious	37	6.53	NA	NA	NA	NA	NA	NA
YJL221C	FSP2	6322241	NA	S000003757	ORF|Verified	198	57.71	NA	NA	NA	NA	NA	NA
YJL222W	VTH2	6322239	NA	S000003758	ORF|Verified	477	121.17	1	0.33	253	NA	NA	NA
YJL223C	PAU1	6322238	NA	S000003759	ORF|Verified	15	4.97	NA	NA	NA	NA	NA	NA
YJL225C	YJL225C	6322237	NA	S000003760	ORF|Uncharacterized	553	136.18	NA	NA	NA	NA	NA	NA
YJR001W	YJR001W	6322460	NA	S000003761	ORF|Verified	126	34.08	NA	NA	NA	NA	NA	NA
YJR002W	MPP10	6322461	NA	S000003762	ORF|Verified	204	49.85	NA	NA	NA	NA	NA	NA
YJR003C	YJR003C	6322462	NA	S000003763	ORF|Uncharacterized	187	51.47	NA	NA	NA	NA	NA	NA
YJR004C	SAG1	6322463	NA	S000003764	ORF|Verified	54	14.71	NA	NA	NA	NA	NA	NA
YJR005W	APL1	6322464	NA	S000003765	ORF|Verified	214	57.76	NA	NA	NA	NA	NA	NA
YJR006W	HYS2	6322465	NA	S000003766	ORF|Verified	141	41.74	NA	NA	NA	NA	NA	NA
YJR007W	SUI2	6322466	NA	S000003767	ORF|Verified	115	34.57	NA	NA	NA	NA	NA	NA
YJR008W	YJR008W	6322467	NA	S000003768	ORF|Uncharacterized	87	24.44	NA	NA	NA	NA	NA	NA
YJR009C	TDH2	6322468	NA	S000003769	ORF|Verified	106	36.24	368	1	944141	398	1	900504
YJR010C-A	SPC1	6322470	NA	S000003770	ORF|Verified	26	7.83	NA	NA	NA	NA	NA	NA
YJR010W	MET3	6322469	NA	S000003771	ORF|Verified	138	42.57	NA	NA	NA	53	1	102085
YJR011C	YJR011C	6322471	NA	S000003772	ORF|Uncharacterized	82	26.25	NA	NA	NA	NA	NA	NA
